lot,priority_score,path,route,title,kind,section,words,course_role,course_action,modules,audience_routes,narrative_status,narrative_signals,didactic_status,didactic_signals,consistency_band,review_flags,orientation_relations,explicit_orientation_reference,explicit_guide_reference,visual_status,visual_decision,visual_family,featured,svg_assets,accessible_svg,inline_images,missing_alt,current_h5p,interaction_candidate,interaction_technology,internal_links,cross_section_links,organization_needs
L3-ejemplos-disciplinares,1,ia-educacion/productos-de-aprendizaje/gestion-industrial/index.md,/ia-educacion/productos-de-aprendizaje/gestion-industrial/,Gestión industrial con IAG,page,ia-educacion,718,banco-ejemplos-disciplinarios,preservar-como-ejemplo-no-obligatorio,M5|M6,estudiantado|profesorado,parcial,4,robusto-candidato,7,sin-alerta-automatica,,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,sin-visual,conservar-y-normalizar-familia,objetos-disciplinares-violeta,false,0,0,0,0,,ejemplo-anotado-o-comparador,HTML accesible o H5P.ImageSlider cuando existan dos versiones,0,0,crear-enlaces-de-continuidad|vincular-orientaciones|vincular-guia-por-audiencia
L3-ejemplos-disciplinares,1,ia-educacion/productos-de-aprendizaje/programacion/index.md,/ia-educacion/productos-de-aprendizaje/programacion/,Programación con IAG,page,ia-educacion,899,banco-ejemplos-disciplinarios,preservar-como-ejemplo-no-obligatorio,M5|M6,estudiantado|profesorado,parcial,4,robusto-candidato,8,sin-alerta-automatica,,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido,false,false,solo-imagen-de-portada,conservar-y-normalizar-familia,objetos-disciplinares-violeta,true,0,0,0,0,,ejemplo-anotado-o-comparador,HTML accesible o H5P.ImageSlider cuando existan dos versiones,0,0,crear-enlaces-de-continuidad|vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,8,recursos/glosario/alfabetizacion-ia/index.md,/recursos/glosario/alfabetizacion-ia/,Alfabetización en IA,page,recursos,182,referencia-opcional,revisar-en-fase-editorial,,estudiantado|profesorado,debil,0,debil,2,revision-dirigida,autoria-o-responsabilidad-de-la-ia-por-revisar,agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,sustituir-por-sistema-de-iconos-o-retirar,neon-tecnologico-generico,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,5,3,agregar-description|vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,6,observatorio/estudios/encuesta-dec-2026.md,/observatorio/estudios/encuesta-dec-2026/,Encuesta DEC 2026 — IA en educación superior,page,observatorio,224,referencia-opcional,conservar-fuera-del-recorrido-obligatorio,,estudiantado|profesorado,debil,1,debil,1,sin-alerta-automatica,,decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,reencuadrar-o-sustituir-tras-lectura,ilustracion-mixta,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,1,1,agregar-summary|vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,6,recursos/glosario/agentes-de-ia/index.md,/recursos/glosario/agentes-de-ia/,Agentes de IA,page,recursos,102,referencia-opcional,revisar-en-fase-editorial,,estudiantado|profesorado,debil,0,debil,0,sin-alerta-automatica,,aprendizaje-y-evaluacion-del-proceso,false,false,solo-imagen-de-portada,sustituir-por-sistema-de-iconos-o-retirar,neon-tecnologico-generico,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,1,0,agregar-description|vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,6,recursos/glosario/aprendizaje-basado-en-problemas/index.md,/recursos/glosario/aprendizaje-basado-en-problemas/,Aprendizaje basado en problemas,page,recursos,98,referencia-opcional,revisar-en-fase-editorial,,estudiantado|profesorado,debil,0,debil,1,sin-alerta-automatica,,aprendizaje-y-evaluacion-del-proceso,false,false,solo-imagen-de-portada,sustituir-por-sistema-de-iconos-o-retirar,neon-tecnologico-generico,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,1,1,agregar-description|vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,6,recursos/glosario/aprendizaje-digital/index.md,/recursos/glosario/aprendizaje-digital/,Aprendizaje digital,page,recursos,77,referencia-opcional,revisar-en-fase-editorial,,estudiantado|profesorado,debil,0,debil,1,sin-alerta-automatica,,aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,sustituir-por-sistema-de-iconos-o-retirar,neon-tecnologico-generico,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,1,1,agregar-description|vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,6,recursos/glosario/aprendizaje-transformativo/index.md,/recursos/glosario/aprendizaje-transformativo/,Aprendizaje transformativo,page,recursos,110,referencia-opcional,revisar-en-fase-editorial,,estudiantado|profesorado,debil,0,debil,1,sin-alerta-automatica,,aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados,false,false,solo-imagen-de-portada,sustituir-por-sistema-de-iconos-o-retirar,neon-tecnologico-generico,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,2,1,agregar-description|vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,6,recursos/glosario/ia-generativa/index.md,/recursos/glosario/ia-generativa/,IA generativa,page,recursos,109,referencia-opcional,revisar-en-fase-editorial,,estudiantado|profesorado,debil,1,debil,0,sin-alerta-automatica,,aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,sustituir-por-sistema-de-iconos-o-retirar,neon-tecnologico-generico,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,1,1,agregar-description|vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,6,recursos/glosario/ingenieria-de-prompts/index.md,/recursos/glosario/ingenieria-de-prompts/,Ingeniería de prompts,page,recursos,105,referencia-opcional,revisar-en-fase-editorial,,estudiantado|profesorado,debil,1,debil,2,sin-alerta-automatica,,aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados,false,false,solo-imagen-de-portada,sustituir-por-sistema-de-iconos-o-retirar,neon-tecnologico-generico,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,1,1,agregar-description|vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,6,recursos/glosario/integridad-academica/index.md,/recursos/glosario/integridad-academica/,Integridad académica,page,recursos,104,referencia-opcional,revisar-en-fase-editorial,,estudiantado|profesorado,debil,0,debil,2,sin-alerta-automatica,,aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,sustituir-por-sistema-de-iconos-o-retirar,neon-tecnologico-generico,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,2,1,agregar-description|vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,6,recursos/glosario/modelo-samr/index.md,/recursos/glosario/modelo-samr/,Modelo SAMR,page,recursos,160,referencia-opcional,revisar-en-fase-editorial,,estudiantado|profesorado,debil,1,debil,2,sin-alerta-automatica,,aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,sustituir-por-sistema-de-iconos-o-retirar,neon-tecnologico-generico,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,0,0,agregar-description|crear-enlaces-de-continuidad|vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,6,recursos/glosario/pensamiento-critico/index.md,/recursos/glosario/pensamiento-critico/,Pensamiento crítico,page,recursos,106,referencia-opcional,revisar-en-fase-editorial,,estudiantado|profesorado,debil,0,debil,2,sin-alerta-automatica,,verificacion-y-fuentes|etica-contexto-y-cuidados,false,false,solo-imagen-de-portada,sustituir-por-sistema-de-iconos-o-retirar,neon-tecnologico-generico,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,2,1,agregar-description|vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,6,recursos/glosario/sesgo-algoritmico/index.md,/recursos/glosario/sesgo-algoritmico/,Sesgo algorítmico,page,recursos,140,referencia-opcional,revisar-en-fase-editorial,,estudiantado|profesorado,debil,0,debil,1,sin-alerta-automatica,,etica-contexto-y-cuidados,false,false,solo-imagen-de-portada,sustituir-por-sistema-de-iconos-o-retirar,neon-tecnologico-generico,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,0,0,agregar-description|crear-enlaces-de-continuidad|vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,6,recursos/institucionales/index.md,/recursos/institucionales/,Recursos institucionales para IA en educación,page,recursos,244,referencia-opcional,conservar-fuera-del-recorrido-obligatorio,,estudiantado|profesorado,debil,0,parcial,4,revision-dirigida,autoria-o-responsabilidad-de-la-ia-por-revisar,agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,revisar-para-sustitucion-prioritaria,cgi-infografia-o-ilustracion-heredada,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,0,0,crear-enlaces-de-continuidad|vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,6,recursos/links/ai-for-education-toolkit.md,/recursos/links/ai-for-education-toolkit/,AI for Education Toolkit — UNESCO,page,recursos,96,referencia-opcional,verificar-vigencia-antes-de-enlazar,,estudiantado|profesorado,debil,0,debil,2,sin-alerta-automatica,,agenciamiento-y-cocreacion|etica-contexto-y-cuidados|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,reencuadrar-o-sustituir-tras-lectura,ilustracion-mixta,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,0,0,crear-enlaces-de-continuidad|vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,6,recursos/politica-ia-udeg/index.md,/recursos/politica-ia-udeg/,Sugerencias y criterios para pensar una política de IA en la UdeG,page,recursos,1777,referencia-opcional,conservar-fuera-del-recorrido-obligatorio,,estudiantado|profesorado,debil,1,parcial,5,revision-dirigida,deteccion-de-ia-requiere-mediacion|autoria-o-responsabilidad-de-la-ia-por-revisar,agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,visual-explicativo-candidato,reencuadrar-o-sustituir-tras-lectura,ilustracion-mixta,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,0,0,crear-enlaces-de-continuidad|vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,6,recursos/videos/sal-khan-ia-educacion.md,/recursos/videos/sal-khan-ia-educacion/,Sal Khan: la IA en el aula podría ser el mayor cambio educativo de la historia,page,recursos,178,referencia-opcional,verificar-vigencia-antes-de-enlazar,,estudiantado|profesorado,debil,1,debil,2,sin-alerta-automatica,,aprendizaje-y-evaluacion-del-proceso|diseno-activo-hibrido,false,false,solo-imagen-de-portada,reencuadrar-o-sustituir-tras-lectura,ilustracion-mixta,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,0,0,crear-enlaces-de-continuidad|vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,5,ia-educacion/tendencias/ia-tutorias-mentoria/index.md,/ia-educacion/tendencias/ia-tutorias-mentoria/,IA en tutorías y mentoría estudiantil,page,ia-educacion,943,referencia-opcional,conservar-fuera-del-recorrido-obligatorio,,estudiantado|profesorado,debil,1,parcial,6,revision-dirigida,autoria-o-responsabilidad-de-la-ia-por-revisar,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,reencuadrar-o-sustituir-tras-lectura,ilustracion-mixta,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,3,2,vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,5,observatorio/documentacion/monitoreo-publicaciones-ia-educativa/index.md,/observatorio/documentacion/monitoreo-publicaciones-ia-educativa/,Monitoreo de publicaciones sobre IA educativa,page,observatorio,788,referencia-opcional,conservar-fuera-del-recorrido-obligatorio,,estudiantado|profesorado,debil,1,parcial,6,revision-dirigida,deteccion-de-ia-requiere-mediacion,agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,reencuadrar-o-sustituir-tras-lectura,ilustracion-mixta,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,4,2,vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,4,blog/agenciamiento-humano-ia/index.md,/blog/agenciamiento-humano-ia/,El agenciamiento persona-IA: ni herramienta ni reemplazo,page,blog,891,referencia-opcional,conservar-fuera-del-recorrido-obligatorio,,estudiantado|profesorado,debil,0,parcial,5,sin-alerta-automatica,,agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,reencuadrar-o-sustituir-tras-lectura,ilustracion-mixta,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,3,2,vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,4,blog/ia-generativa-evaluacion-autentica/index.md,/blog/ia-generativa-evaluacion-autentica/,IA generativa y evaluación auténtica,page,blog,856,referencia-opcional,conservar-fuera-del-recorrido-obligatorio,,estudiantado|profesorado,debil,0,parcial,5,sin-alerta-automatica,,verificacion-y-fuentes|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,reencuadrar-o-sustituir-tras-lectura,ilustracion-mixta,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,3,3,vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,4,blog/rol-docente-era-ia/index.md,/blog/rol-docente-era-ia/,El rol del docente en la era de la IA,page,blog,830,referencia-opcional,conservar-fuera-del-recorrido-obligatorio,,estudiantado|profesorado,parcial,2,parcial,5,revision-dirigida,autoria-o-responsabilidad-de-la-ia-por-revisar,agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,reencuadrar-o-sustituir-tras-lectura,ilustracion-mixta,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,3,3,vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,4,ia-educacion/tendencias/personalizacion-aprendizaje/index.md,/ia-educacion/tendencias/personalizacion-aprendizaje/,IA generativa y personalización del aprendizaje,page,ia-educacion,914,referencia-opcional,conservar-fuera-del-recorrido-obligatorio,,estudiantado|profesorado,debil,1,parcial,5,sin-alerta-automatica,,aprendizaje-y-evaluacion-del-proceso|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,reencuadrar-o-sustituir-tras-lectura,ilustracion-mixta,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,3,2,vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,4,ia-educacion/tendencias/politicas-institucionales-universidades/index.md,/ia-educacion/tendencias/politicas-institucionales-universidades/,Políticas institucionales de IA en universidades,page,ia-educacion,1198,referencia-opcional,conservar-fuera-del-recorrido-obligatorio,,estudiantado|profesorado,parcial,2,parcial,5,revision-dirigida,deteccion-de-ia-requiere-mediacion|autoria-o-responsabilidad-de-la-ia-por-revisar,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|decision-institucional-y-tecnologia,false,false,figura-gobernada,reencuadrar-o-sustituir-tras-lectura,ilustracion-mixta,true,2,2,0,0,,sin-interaccion-obligatoria,Ninguna,5,2,vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,4,observatorio/documentacion/monitoreo-herramientas-emergentes/index.md,/observatorio/documentacion/monitoreo-herramientas-emergentes/,Monitoreo de herramientas IA emergentes en educación,page,observatorio,817,referencia-opcional,conservar-fuera-del-recorrido-obligatorio,,estudiantado|profesorado,parcial,2,parcial,5,revision-dirigida,deteccion-de-ia-requiere-mediacion,agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,reencuadrar-o-sustituir-tras-lectura,ilustracion-mixta,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,5,2,vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,4,recursos/articulos/autenticidad-evaluacion-ajjawi-bearman/index.md,/recursos/articulos/autenticidad-evaluacion-ajjawi-bearman/,"From authentic assessment to authenticity in assessment: Broadening perspectives — Ajjawi, Bearman et al.",page,recursos,225,referencia-opcional,conservar-como-profundizacion,,estudiantado|profesorado,debil,0,parcial,4,sin-alerta-automatica,,aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|decision-institucional-y-tecnologia,false,false,sin-visual,evaluar-si-necesita-portada,sin-featured-local,false,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,0,0,crear-enlaces-de-continuidad|vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,4,recursos/articulos/cormier-rhizomatic-education/index.md,/recursos/articulos/cormier-rhizomatic-education/,Rhizomatic education: community as curriculum — Cormier,page,recursos,343,referencia-opcional,conservar-como-profundizacion,,estudiantado|profesorado,debil,1,parcial,3,sin-alerta-automatica,,agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,reencuadrar-o-sustituir-tras-lectura,ilustracion-mixta,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,3,3,vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,4,recursos/articulos/genai-feedback-engagement-2025/index.md,/recursos/articulos/genai-feedback-engagement-2025/,Generative AI as an enabler of student feedback engagement,page,recursos,292,referencia-opcional,conservar-como-profundizacion,,estudiantado|profesorado,debil,0,parcial,4,sin-alerta-automatica,,agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados,false,false,solo-imagen-de-portada,conservar-como-referencia,editorial-situada-o-conceptual-especifica,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,2,2,vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,4,recursos/articulos/guias-iagen-evaluacion-unam/index.md,/recursos/articulos/guias-iagen-evaluacion-unam/,"Tres guías UNAM sobre IA generativa en evaluación: bachillerato, licenciatura y posgrado",page,recursos,1531,referencia-opcional,conservar-como-profundizacion,,estudiantado|profesorado,debil,1,parcial,5,sin-alerta-automatica,,agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,visual-explicativo-candidato,reencuadrar-o-sustituir-tras-lectura,ilustracion-mixta,true,1,0,0,0,,sin-interaccion-obligatoria,Ninguna,6,2,vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,4,recursos/externas/comunidades-practica-docente-ia/index.md,/recursos/externas/comunidades-practica-docente-ia/,Comunidades de práctica docente con IA,page,recursos,716,referencia-opcional,verificar-vigencia-antes-de-enlazar,,estudiantado|profesorado,debil,0,parcial,4,sin-alerta-automatica,,aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,conservar-como-referencia,editorial-situada-o-conceptual-especifica,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,5,4,vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,4,recursos/glosario/aula-invertida/index.md,/recursos/glosario/aula-invertida/,Aula invertida,page,recursos,159,referencia-opcional,revisar-en-fase-editorial,,estudiantado|profesorado,debil,0,parcial,3,sin-alerta-automatica,,aprendizaje-y-evaluacion-del-proceso|diseno-activo-hibrido,false,false,solo-imagen-de-portada,sustituir-por-sistema-de-iconos-o-retirar,neon-tecnologico-generico,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,0,0,agregar-description|crear-enlaces-de-continuidad|vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,4,recursos/glosario/descarga-cognitiva/index.md,/recursos/glosario/descarga-cognitiva/,Descarga cognitiva,page,recursos,167,referencia-opcional,revisar-en-fase-editorial,,estudiantado|profesorado,parcial,2,debil,2,sin-alerta-automatica,,aprendizaje-y-evaluacion-del-proceso,false,false,solo-imagen-de-portada,sustituir-por-sistema-de-iconos-o-retirar,neon-tecnologico-generico,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,5,2,agregar-description|vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,4,recursos/glosario/diseno-inverso/index.md,/recursos/glosario/diseno-inverso/,Diseño inverso,page,recursos,169,referencia-opcional,reutilizar-con-ajustes,M5,profesorado,debil,0,parcial,4,sin-alerta-automatica,,aprendizaje-y-evaluacion-del-proceso|diseno-activo-hibrido,false,false,solo-imagen-de-portada,sustituir-por-sistema-de-iconos-o-retirar,neon-tecnologico-generico,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,0,0,agregar-description|crear-enlaces-de-continuidad|vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,4,recursos/glosario/ganancia-cognitiva/index.md,/recursos/glosario/ganancia-cognitiva/,Ganancia cognitiva,page,recursos,279,referencia-opcional,revisar-en-fase-editorial,,estudiantado|profesorado,debil,1,parcial,3,sin-alerta-automatica,,agenciamiento-y-cocreacion,false,false,sin-visual,sustituir-por-sistema-de-iconos-o-retirar,neon-tecnologico-generico,false,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,5,3,agregar-description|vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,4,recursos/glosario/tutor-inteligente/index.md,/recursos/glosario/tutor-inteligente/,Tutor inteligente,page,recursos,131,referencia-opcional,revisar-en-fase-editorial,,estudiantado|profesorado,debil,1,parcial,3,sin-alerta-automatica,,aprendizaje-y-evaluacion-del-proceso,false,false,solo-imagen-de-portada,sustituir-por-sistema-de-iconos-o-retirar,neon-tecnologico-generico,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,0,0,agregar-description|crear-enlaces-de-continuidad|vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,4,recursos/links/ocde-ia-educacion/index.md,/recursos/links/ocde-ia-educacion/,Digital Education Outlook 2026 — OCDE,page,recursos,214,referencia-opcional,verificar-vigencia-antes-de-enlazar,,estudiantado|profesorado,debil,0,parcial,3,sin-alerta-automatica,,agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,reencuadrar-o-sustituir-tras-lectura,ilustracion-mixta,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,0,0,crear-enlaces-de-continuidad|vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,4,recursos/links/unesco-marco-competencias-docentes-ia/index.md,/recursos/links/unesco-marco-competencias-docentes-ia/,Marco de competencias de IA para docentes — UNESCO,page,recursos,207,referencia-opcional,verificar-vigencia-antes-de-enlazar,,estudiantado|profesorado,debil,0,parcial,3,sin-alerta-automatica,,agenciamiento-y-cocreacion|etica-contexto-y-cuidados|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,reencuadrar-o-sustituir-tras-lectura,ilustracion-mixta,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,0,0,crear-enlaces-de-continuidad|vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,3,ia-educacion/rutas/coordinacion-academica/index.md,/ia-educacion/rutas/coordinacion-academica/,Coordinar la IA en los procesos docentes,page,ia-educacion,1696,referencia-opcional,conservar-fuera-del-recorrido-obligatorio,,estudiantado|profesorado,parcial,3,robusto-candidato,7,revision-dirigida,deteccion-de-ia-requiere-mediacion|autoria-o-responsabilidad-de-la-ia-por-revisar,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,figura-gobernada,conservar-como-referencia,editorial-situada-o-conceptual-especifica,true,3,3,1,0,,sin-interaccion-obligatoria,Ninguna,10,4,vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,3,ia-educacion/rutas/decision-institucional-ia/index.md,/ia-educacion/rutas/decision-institucional-ia/,Decidir institucionalmente sobre IA en la docencia,page,ia-educacion,1534,referencia-opcional,conservar-fuera-del-recorrido-obligatorio,,estudiantado|profesorado,parcial,2,robusto-candidato,7,revision-dirigida,deteccion-de-ia-requiere-mediacion|autoria-o-responsabilidad-de-la-ia-por-revisar,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,figura-gobernada,conservar-como-referencia,editorial-situada-o-conceptual-especifica,true,3,3,1,0,,sin-interaccion-obligatoria,Ninguna,5,0,vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,3,ia-educacion/tendencias/evaluacion-en-la-era-ia/index.md,/ia-educacion/tendencias/evaluacion-en-la-era-ia/,"Regar las plantas, no solo construir cercas: repensar la evaluación en la era de la IA",page,ia-educacion,1098,referencia-opcional,conservar-fuera-del-recorrido-obligatorio,,estudiantado|profesorado,parcial,2,parcial,6,revision-dirigida,deteccion-de-ia-requiere-mediacion,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|decision-institucional-y-tecnologia,false,false,figura-gobernada,conservar-como-referencia,editorial-situada-o-conceptual-especifica,true,2,2,0,0,,sin-interaccion-obligatoria,Ninguna,0,0,crear-enlaces-de-continuidad|vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,3,observatorio/documentacion/redes-investigacion-vinculacion/index.md,/observatorio/documentacion/redes-investigacion-vinculacion/,Redes de investigación y vinculación academia-industria,page,observatorio,879,referencia-opcional,conservar-fuera-del-recorrido-obligatorio,,estudiantado|profesorado,debil,0,parcial,6,sin-alerta-automatica,,agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,conservar-como-referencia,editorial-situada-o-conceptual-especifica,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,4,4,vincular-orientaciones|vincular-guia-por-audiencia
