lot,priority_score,path,route,title,kind,section,words,course_role,course_action,modules,audience_routes,narrative_status,narrative_signals,didactic_status,didactic_signals,consistency_band,review_flags,orientation_relations,explicit_orientation_reference,explicit_guide_reference,visual_status,visual_decision,visual_family,featured,svg_assets,accessible_svg,inline_images,missing_alt,current_h5p,interaction_candidate,interaction_technology,internal_links,cross_section_links,organization_needs
L2-apoyos-y-practicas,3,laboratorio/practicas/debate-socratico-con-ia/index.md,/laboratorio/practicas/debate-socratico-con-ia/,Actividad propuesta: preparar un debate socrático con IA,page,laboratorio,1169,banco-de-practicas,revisar-contra-bloom-e-icap,M5|M6,profesorado,parcial,4,robusto-candidato,9,sin-alerta-automatica,,aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido,false,false,solo-imagen-de-portada,reencuadrar-o-sustituir-tras-lectura,ilustracion-mixta,true,0,0,0,0,,escenario-de-decision-con-consecuencias,H5P.BranchingScenario o alternativa HTML accesible,0,0,crear-enlaces-de-continuidad|conectar-entre-secciones|vincular-orientaciones|vincular-guia-por-audiencia
L3-ejemplos-disciplinares,4,ia-educacion/productos-de-aprendizaje/articulo/index.md,/ia-educacion/productos-de-aprendizaje/articulo/,Artículo con IAG,page,ia-educacion,1207,banco-ejemplos-disciplinarios,preservar-como-ejemplo-no-obligatorio,M5|M6,estudiantado|profesorado,parcial,3,robusto-candidato,7,revision-dirigida,bloom-como-jerarquia-o-secuencia|autoria-o-responsabilidad-de-la-ia-por-revisar,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,conservar-y-normalizar-familia,objetos-disciplinares-violeta,true,0,0,0,0,,ejemplo-anotado-o-comparador,HTML accesible o H5P.ImageSlider cuando existan dos versiones,0,0,crear-enlaces-de-continuidad|vincular-orientaciones|vincular-guia-por-audiencia
L3-ejemplos-disciplinares,4,ia-educacion/productos-de-aprendizaje/diseno-de-sistemas/index.md,/ia-educacion/productos-de-aprendizaje/diseno-de-sistemas/,Diseño de sistemas con IAG,page,ia-educacion,961,banco-ejemplos-disciplinarios,preservar-como-ejemplo-no-obligatorio,M5|M6,estudiantado|profesorado,parcial,2,robusto-candidato,8,revision-dirigida,autoria-o-responsabilidad-de-la-ia-por-revisar,agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,conservar-y-normalizar-familia,objetos-disciplinares-violeta,true,0,0,0,0,,ejemplo-anotado-o-comparador,HTML accesible o H5P.ImageSlider cuando existan dos versiones,0,0,crear-enlaces-de-continuidad|vincular-orientaciones|vincular-guia-por-audiencia
L3-ejemplos-disciplinares,4,ia-educacion/productos-de-aprendizaje/modelado-matematico/index.md,/ia-educacion/productos-de-aprendizaje/modelado-matematico/,Modelado matemático con IAG,page,ia-educacion,1040,banco-ejemplos-disciplinarios,preservar-como-ejemplo-no-obligatorio,M5|M6,estudiantado|profesorado,parcial,3,robusto-candidato,8,revision-dirigida,bloom-como-jerarquia-o-secuencia,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,conservar-y-normalizar-familia,objetos-disciplinares-violeta,true,0,0,0,0,,ejemplo-anotado-o-comparador,HTML accesible o H5P.ImageSlider cuando existan dos versiones,0,0,crear-enlaces-de-continuidad|vincular-orientaciones|vincular-guia-por-audiencia
L3-ejemplos-disciplinares,4,ia-educacion/productos-de-aprendizaje/nota/index.md,/ia-educacion/productos-de-aprendizaje/nota/,Nota con IAG,page,ia-educacion,1004,banco-ejemplos-disciplinarios,preservar-como-ejemplo-no-obligatorio,M5|M6,estudiantado|profesorado,parcial,2,robusto-candidato,8,revision-dirigida,bloom-como-jerarquia-o-secuencia|deteccion-de-ia-requiere-mediacion|autoria-o-responsabilidad-de-la-ia-por-revisar,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,conservar-y-normalizar-familia,objetos-disciplinares-violeta,true,0,0,0,0,,ejemplo-anotado-o-comparador,HTML accesible o H5P.ImageSlider cuando existan dos versiones,0,0,crear-enlaces-de-continuidad|vincular-orientaciones|vincular-guia-por-audiencia
L3-ejemplos-disciplinares,4,ia-educacion/productos-de-aprendizaje/prototipo/index.md,/ia-educacion/productos-de-aprendizaje/prototipo/,Prototipo con IAG,page,ia-educacion,1101,banco-ejemplos-disciplinarios,preservar-como-ejemplo-no-obligatorio,M5|M6,estudiantado|profesorado,parcial,3,robusto-candidato,8,revision-dirigida,bloom-como-jerarquia-o-secuencia,agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,conservar-y-normalizar-familia,objetos-disciplinares-violeta,true,0,0,0,0,,ejemplo-anotado-o-comparador,HTML accesible o H5P.ImageSlider cuando existan dos versiones,0,0,crear-enlaces-de-continuidad|vincular-orientaciones|vincular-guia-por-audiencia
L3-ejemplos-disciplinares,4,ia-educacion/productos-de-aprendizaje/resena/index.md,/ia-educacion/productos-de-aprendizaje/resena/,Reseña con IAG,page,ia-educacion,1118,banco-ejemplos-disciplinarios,preservar-como-ejemplo-no-obligatorio,M5|M6,estudiantado|profesorado,parcial,3,robusto-candidato,8,revision-dirigida,bloom-como-jerarquia-o-secuencia,agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,conservar-y-normalizar-familia,objetos-disciplinares-violeta,true,0,0,0,0,,ejemplo-anotado-o-comparador,HTML accesible o H5P.ImageSlider cuando existan dos versiones,0,0,crear-enlaces-de-continuidad|vincular-orientaciones|vincular-guia-por-audiencia
L3-ejemplos-disciplinares,3,ia-educacion/productos-de-aprendizaje/analisis-de-casos/index.md,/ia-educacion/productos-de-aprendizaje/analisis-de-casos/,Análisis de casos con IAG,page,ia-educacion,1818,banco-ejemplos-disciplinarios,preservar-como-ejemplo-no-obligatorio,M5|M6,estudiantado|profesorado,parcial,4,robusto-candidato,8,revision-dirigida,bloom-como-jerarquia-o-secuencia,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,conservar-y-normalizar-familia,objetos-disciplinares-violeta,true,0,0,0,0,,ejemplo-anotado-o-comparador,HTML accesible o H5P.ImageSlider cuando existan dos versiones,0,0,crear-enlaces-de-continuidad|vincular-orientaciones|vincular-guia-por-audiencia
L3-ejemplos-disciplinares,3,ia-educacion/productos-de-aprendizaje/analisis-de-materiales/index.md,/ia-educacion/productos-de-aprendizaje/analisis-de-materiales/,Análisis de materiales con IAG,page,ia-educacion,1005,banco-ejemplos-disciplinarios,preservar-como-ejemplo-no-obligatorio,M5|M6,estudiantado|profesorado,parcial,4,robusto-candidato,8,revision-dirigida,autoria-o-responsabilidad-de-la-ia-por-revisar,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,conservar-y-normalizar-familia,objetos-disciplinares-violeta,true,0,0,0,0,,ejemplo-anotado-o-comparador,HTML accesible o H5P.ImageSlider cuando existan dos versiones,0,0,crear-enlaces-de-continuidad|vincular-orientaciones|vincular-guia-por-audiencia
L3-ejemplos-disciplinares,3,ia-educacion/productos-de-aprendizaje/cronica/index.md,/ia-educacion/productos-de-aprendizaje/cronica/,Crónica con IAG,page,ia-educacion,1156,banco-ejemplos-disciplinarios,preservar-como-ejemplo-no-obligatorio,M5|M6,estudiantado|profesorado,parcial,4,robusto-candidato,8,revision-dirigida,bloom-como-jerarquia-o-secuencia|autoria-o-responsabilidad-de-la-ia-por-revisar,agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,conservar-y-normalizar-familia,objetos-disciplinares-violeta,true,0,0,0,0,,ejemplo-anotado-o-comparador,HTML accesible o H5P.ImageSlider cuando existan dos versiones,0,0,crear-enlaces-de-continuidad|vincular-orientaciones|vincular-guia-por-audiencia
L3-ejemplos-disciplinares,3,ia-educacion/productos-de-aprendizaje/ensayo/index.md,/ia-educacion/productos-de-aprendizaje/ensayo/,Ensayo con IA: evaluar el proceso de escritura,page,ia-educacion,3593,banco-ejemplos-disciplinarios,preservar-como-ejemplo-no-obligatorio,M5|M6,estudiantado|profesorado,parcial,4,robusto-candidato,8,revision-dirigida,deteccion-de-ia-requiere-mediacion|autoria-o-responsabilidad-de-la-ia-por-revisar,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,visual-explicativo-candidato,conservar-y-normalizar-familia,objetos-disciplinares-violeta,true,0,0,0,0,cocreacion-versiones-slider,auditar-y-mediar-h5p-existente,H5P ya gobernado,7,2,vincular-orientaciones|vincular-guia-por-audiencia
L3-ejemplos-disciplinares,3,ia-educacion/productos-de-aprendizaje/entrevista/index.md,/ia-educacion/productos-de-aprendizaje/entrevista/,Entrevista con IAG,page,ia-educacion,1095,banco-ejemplos-disciplinarios,preservar-como-ejemplo-no-obligatorio,M5|M6,estudiantado|profesorado,parcial,4,robusto-candidato,8,revision-dirigida,bloom-como-jerarquia-o-secuencia,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,conservar-y-normalizar-familia,objetos-disciplinares-violeta,true,0,0,0,0,,ejemplo-anotado-o-comparador,HTML accesible o H5P.ImageSlider cuando existan dos versiones,0,0,crear-enlaces-de-continuidad|vincular-orientaciones|vincular-guia-por-audiencia
L3-ejemplos-disciplinares,3,ia-educacion/productos-de-aprendizaje/investigacion-de-campo/index.md,/ia-educacion/productos-de-aprendizaje/investigacion-de-campo/,Investigación de campo con IAG,page,ia-educacion,1152,banco-ejemplos-disciplinarios,preservar-como-ejemplo-no-obligatorio,M5|M6,estudiantado|profesorado,parcial,4,robusto-candidato,8,revision-dirigida,bloom-como-jerarquia-o-secuencia,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,conservar-y-normalizar-familia,objetos-disciplinares-violeta,true,0,0,0,0,,ejemplo-anotado-o-comparador,HTML accesible o H5P.ImageSlider cuando existan dos versiones,0,0,crear-enlaces-de-continuidad|vincular-orientaciones|vincular-guia-por-audiencia
L3-ejemplos-disciplinares,3,ia-educacion/productos-de-aprendizaje/mapa-conceptual/index.md,/ia-educacion/productos-de-aprendizaje/mapa-conceptual/,Mapa conceptual con IAG,page,ia-educacion,2261,banco-ejemplos-disciplinarios,preservar-como-ejemplo-no-obligatorio,M5|M6,estudiantado|profesorado,robusto-candidato,5,robusto-candidato,7,revision-dirigida,deteccion-de-ia-requiere-mediacion,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,conservar-y-normalizar-familia,objetos-disciplinares-violeta,true,0,0,0,0,,ejemplo-anotado-o-comparador,HTML accesible o H5P.ImageSlider cuando existan dos versiones,0,0,crear-enlaces-de-continuidad|vincular-orientaciones|vincular-guia-por-audiencia
L3-ejemplos-disciplinares,3,ia-educacion/productos-de-aprendizaje/monografia/index.md,/ia-educacion/productos-de-aprendizaje/monografia/,Monografía con IAG,page,ia-educacion,1191,banco-ejemplos-disciplinarios,preservar-como-ejemplo-no-obligatorio,M5|M6,estudiantado|profesorado,parcial,4,robusto-candidato,8,revision-dirigida,bloom-como-jerarquia-o-secuencia|autoria-o-responsabilidad-de-la-ia-por-revisar,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,conservar-y-normalizar-familia,objetos-disciplinares-violeta,true,0,0,0,0,,ejemplo-anotado-o-comparador,HTML accesible o H5P.ImageSlider cuando existan dos versiones,0,0,crear-enlaces-de-continuidad|vincular-orientaciones|vincular-guia-por-audiencia
L3-ejemplos-disciplinares,3,ia-educacion/productos-de-aprendizaje/presentacion/index.md,/ia-educacion/productos-de-aprendizaje/presentacion/,Presentación con IAG,page,ia-educacion,2225,banco-ejemplos-disciplinarios,preservar-como-ejemplo-no-obligatorio,M5|M6,estudiantado|profesorado,parcial,4,robusto-candidato,8,revision-dirigida,deteccion-de-ia-requiere-mediacion,agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,conservar-y-normalizar-familia,objetos-disciplinares-violeta,true,0,0,0,0,,ejemplo-anotado-o-comparador,HTML accesible o H5P.ImageSlider cuando existan dos versiones,0,0,crear-enlaces-de-continuidad|vincular-orientaciones|vincular-guia-por-audiencia
L3-ejemplos-disciplinares,3,ia-educacion/productos-de-aprendizaje/proyecto/index.md,/ia-educacion/productos-de-aprendizaje/proyecto/,Proyecto con IAG,page,ia-educacion,2382,banco-ejemplos-disciplinarios,preservar-como-ejemplo-no-obligatorio,M5|M6,estudiantado|profesorado,parcial,4,robusto-candidato,8,revision-dirigida,bloom-como-jerarquia-o-secuencia,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,conservar-y-normalizar-familia,objetos-disciplinares-violeta,true,0,0,0,0,,ejemplo-anotado-o-comparador,HTML accesible o H5P.ImageSlider cuando existan dos versiones,0,0,crear-enlaces-de-continuidad|vincular-orientaciones|vincular-guia-por-audiencia
L3-ejemplos-disciplinares,3,ia-educacion/productos-de-aprendizaje/reporte-tecnico/index.md,/ia-educacion/productos-de-aprendizaje/reporte-tecnico/,Reporte técnico con IAG,page,ia-educacion,1111,banco-ejemplos-disciplinarios,preservar-como-ejemplo-no-obligatorio,M5|M6,estudiantado|profesorado,parcial,4,robusto-candidato,7,revision-dirigida,bloom-como-jerarquia-o-secuencia|deteccion-de-ia-requiere-mediacion|autoria-o-responsabilidad-de-la-ia-por-revisar,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,conservar-y-normalizar-familia,objetos-disciplinares-violeta,true,0,0,0,0,,ejemplo-anotado-o-comparador,HTML accesible o H5P.ImageSlider cuando existan dos versiones,0,0,crear-enlaces-de-continuidad|vincular-orientaciones|vincular-guia-por-audiencia
L3-ejemplos-disciplinares,2,ia-educacion/productos-de-aprendizaje/automatizacion-industrial/index.md,/ia-educacion/productos-de-aprendizaje/automatizacion-industrial/,Automatización industrial con IAG,page,ia-educacion,966,banco-ejemplos-disciplinarios,preservar-como-ejemplo-no-obligatorio,M5|M6,estudiantado|profesorado,parcial,3,robusto-candidato,7,sin-alerta-automatica,,agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,conservar-y-normalizar-familia,objetos-disciplinares-violeta,true,0,0,0,0,,ejemplo-anotado-o-comparador,HTML accesible o H5P.ImageSlider cuando existan dos versiones,0,0,crear-enlaces-de-continuidad|vincular-orientaciones|vincular-guia-por-audiencia
L3-ejemplos-disciplinares,2,ia-educacion/productos-de-aprendizaje/control-y-dinamica/index.md,/ia-educacion/productos-de-aprendizaje/control-y-dinamica/,Control y dinámica con IAG,page,ia-educacion,1176,banco-ejemplos-disciplinarios,preservar-como-ejemplo-no-obligatorio,M5|M6,estudiantado|profesorado,parcial,3,robusto-candidato,8,sin-alerta-automatica,,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,conservar-y-normalizar-familia,objetos-disciplinares-violeta,true,0,0,0,0,,ejemplo-anotado-o-comparador,HTML accesible o H5P.ImageSlider cuando existan dos versiones,0,0,crear-enlaces-de-continuidad|vincular-orientaciones|vincular-guia-por-audiencia
L3-ejemplos-disciplinares,2,ia-educacion/productos-de-aprendizaje/gestion-industrial/index.md,/ia-educacion/productos-de-aprendizaje/gestion-industrial/,Gestión industrial con IAG,page,ia-educacion,1003,banco-ejemplos-disciplinarios,preservar-como-ejemplo-no-obligatorio,M5|M6,estudiantado|profesorado,parcial,3,robusto-candidato,8,sin-alerta-automatica,,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,conservar-y-normalizar-familia,objetos-disciplinares-violeta,true,0,0,0,0,,ejemplo-anotado-o-comparador,HTML accesible o H5P.ImageSlider cuando existan dos versiones,0,0,crear-enlaces-de-continuidad|vincular-orientaciones|vincular-guia-por-audiencia
L3-ejemplos-disciplinares,2,ia-educacion/productos-de-aprendizaje/integracion-de-sistemas/index.md,/ia-educacion/productos-de-aprendizaje/integracion-de-sistemas/,Integración de sistemas con IAG,page,ia-educacion,952,banco-ejemplos-disciplinarios,preservar-como-ejemplo-no-obligatorio,M5|M6,estudiantado|profesorado,parcial,3,robusto-candidato,7,sin-alerta-automatica,,agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,conservar-y-normalizar-familia,objetos-disciplinares-violeta,true,0,0,0,0,,ejemplo-anotado-o-comparador,HTML accesible o H5P.ImageSlider cuando existan dos versiones,0,0,crear-enlaces-de-continuidad|vincular-orientaciones|vincular-guia-por-audiencia
L3-ejemplos-disciplinares,2,ia-educacion/productos-de-aprendizaje/investigacion-aplicada/index.md,/ia-educacion/productos-de-aprendizaje/investigacion-aplicada/,Investigación aplicada con IAG,page,ia-educacion,1040,banco-ejemplos-disciplinarios,preservar-como-ejemplo-no-obligatorio,M5|M6,estudiantado|profesorado,parcial,2,robusto-candidato,7,sin-alerta-automatica,,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,conservar-y-normalizar-familia,objetos-disciplinares-violeta,true,0,0,0,0,,ejemplo-anotado-o-comparador,HTML accesible o H5P.ImageSlider cuando existan dos versiones,0,0,crear-enlaces-de-continuidad|vincular-orientaciones|vincular-guia-por-audiencia
L3-ejemplos-disciplinares,2,ia-educacion/productos-de-aprendizaje/metrologia/index.md,/ia-educacion/productos-de-aprendizaje/metrologia/,Metrología con IAG,page,ia-educacion,939,banco-ejemplos-disciplinarios,preservar-como-ejemplo-no-obligatorio,M5|M6,estudiantado|profesorado,parcial,2,robusto-candidato,8,sin-alerta-automatica,,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,conservar-y-normalizar-familia,objetos-disciplinares-violeta,true,0,0,0,0,,ejemplo-anotado-o-comparador,HTML accesible o H5P.ImageSlider cuando existan dos versiones,0,0,crear-enlaces-de-continuidad|vincular-orientaciones|vincular-guia-por-audiencia
L3-ejemplos-disciplinares,2,ia-educacion/productos-de-aprendizaje/planos-tecnicos/index.md,/ia-educacion/productos-de-aprendizaje/planos-tecnicos/,Planos técnicos con IAG,page,ia-educacion,973,banco-ejemplos-disciplinarios,preservar-como-ejemplo-no-obligatorio,M5|M6,estudiantado|profesorado,parcial,2,robusto-candidato,8,sin-alerta-automatica,,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,conservar-y-normalizar-familia,objetos-disciplinares-violeta,true,0,0,0,0,,ejemplo-anotado-o-comparador,HTML accesible o H5P.ImageSlider cuando existan dos versiones,0,0,crear-enlaces-de-continuidad|vincular-orientaciones|vincular-guia-por-audiencia
L3-ejemplos-disciplinares,2,ia-educacion/productos-de-aprendizaje/programacion/index.md,/ia-educacion/productos-de-aprendizaje/programacion/,Programación con IAG,page,ia-educacion,1161,banco-ejemplos-disciplinarios,preservar-como-ejemplo-no-obligatorio,M5|M6,estudiantado|profesorado,parcial,3,robusto-candidato,8,sin-alerta-automatica,,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,conservar-y-normalizar-familia,objetos-disciplinares-violeta,true,0,0,0,0,,ejemplo-anotado-o-comparador,HTML accesible o H5P.ImageSlider cuando existan dos versiones,0,0,crear-enlaces-de-continuidad|vincular-orientaciones|vincular-guia-por-audiencia
L3-ejemplos-disciplinares,1,ia-educacion/productos-de-aprendizaje/analisis-economico/index.md,/ia-educacion/productos-de-aprendizaje/analisis-economico/,Análisis económico con IAG,page,ia-educacion,1008,banco-ejemplos-disciplinarios,preservar-como-ejemplo-no-obligatorio,M5|M6,estudiantado|profesorado,parcial,4,robusto-candidato,7,sin-alerta-automatica,,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,conservar-y-normalizar-familia,objetos-disciplinares-violeta,true,0,0,0,0,,ejemplo-anotado-o-comparador,HTML accesible o H5P.ImageSlider cuando existan dos versiones,0,0,crear-enlaces-de-continuidad|vincular-orientaciones|vincular-guia-por-audiencia
L3-ejemplos-disciplinares,1,ia-educacion/productos-de-aprendizaje/circuitos-electricos/index.md,/ia-educacion/productos-de-aprendizaje/circuitos-electricos/,Circuitos eléctricos con IAG,page,ia-educacion,953,banco-ejemplos-disciplinarios,preservar-como-ejemplo-no-obligatorio,M5|M6,estudiantado|profesorado,parcial,4,robusto-candidato,7,sin-alerta-automatica,,verificacion-y-fuentes|agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,conservar-y-normalizar-familia,objetos-disciplinares-violeta,true,0,0,0,0,,ejemplo-anotado-o-comparador,HTML accesible o H5P.ImageSlider cuando existan dos versiones,0,0,crear-enlaces-de-continuidad|vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,8,recursos/glosario/alfabetizacion-ia/index.md,/recursos/glosario/alfabetizacion-ia/,Alfabetización en IA,page,recursos,182,referencia-opcional,revisar-en-fase-editorial,,estudiantado|profesorado,debil,0,debil,2,revision-dirigida,autoria-o-responsabilidad-de-la-ia-por-revisar,agenciamiento-y-cocreacion|aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,sustituir-por-sistema-de-iconos-o-retirar,neon-tecnologico-generico,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,5,3,vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,8,recursos/glosario/modelo-samr/index.md,/recursos/glosario/modelo-samr/,Modelo SAMR,page,recursos,214,referencia-opcional,revisar-en-fase-editorial,,estudiantado|profesorado,debil,0,debil,2,revision-dirigida,correspondencia-samr-bloom-por-revisar,aprendizaje-y-evaluacion-del-proceso|diseno-activo-hibrido|decision-institucional-y-tecnologia,false,false,solo-imagen-de-portada,sustituir-por-sistema-de-iconos-o-retirar,neon-tecnologico-generico,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,0,0,crear-enlaces-de-continuidad|vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,8,recursos/glosario/pos-plagio/index.md,/recursos/glosario/pos-plagio/,Pos-plagio,page,recursos,164,referencia-opcional,revisar-en-fase-editorial,,estudiantado|profesorado,debil,1,debil,1,revision-dirigida,deteccion-de-ia-requiere-mediacion,aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados,false,false,visual-explicativo-candidato,sustituir-por-sistema-de-iconos-o-retirar,neon-tecnologico-generico,true,1,0,0,0,,sin-interaccion-obligatoria,Ninguna,5,2,vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,6,recursos/glosario/aprendizaje-basado-en-problemas/index.md,/recursos/glosario/aprendizaje-basado-en-problemas/,Aprendizaje basado en problemas,page,recursos,98,referencia-opcional,revisar-en-fase-editorial,,estudiantado|profesorado,debil,0,debil,1,sin-alerta-automatica,,aprendizaje-y-evaluacion-del-proceso,false,false,solo-imagen-de-portada,sustituir-por-sistema-de-iconos-o-retirar,neon-tecnologico-generico,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,1,1,vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,6,recursos/glosario/aprendizaje-transformativo/index.md,/recursos/glosario/aprendizaje-transformativo/,Aprendizaje transformativo,page,recursos,145,referencia-opcional,revisar-en-fase-editorial,,estudiantado|profesorado,debil,0,debil,1,sin-alerta-automatica,,aprendizaje-y-evaluacion-del-proceso|etica-contexto-y-cuidados,false,false,solo-imagen-de-portada,sustituir-por-sistema-de-iconos-o-retirar,neon-tecnologico-generico,true,0,0,0,0,,sin-interaccion-obligatoria,Ninguna,2,1,vincular-orientaciones|vincular-guia-por-audiencia
L4-referencias-observatorio-y-vigencia,6,recursos/glosario/cocreacion-persona-ia/index.md,/recursos/glosario/cocreacion-persona-ia/,Co-creación persona-IA,page,recursos,164,referencia-opcional,revisar-en-fase-editorial,,estudiantado|profesorado,debil,1,parcial,3,revision-dirigida,autoria-o-responsabilidad-de-la-ia-por-revisar,verificacion-y-fuentes|agenciamiento-y-cocreacion|etica-contexto-y-cuidados,false,false,visual-explicativo-candidato,sustituir-por-sistema-de-iconos-o-retirar,neon-tecnologico-generico,true,1,0,0,0,,sin-interaccion-obligatoria,Ninguna,6,3,vincular-orientaciones|vincular-guia-por-audiencia
