path,route,kind,section,title,date,words,heading_count,external_url_count,citation_signals,reference_heading,internal_link_count,broken_internal_links,featured,local_asset_count,inline_image_count,svg_count,table_count,mermaid_count,chart_count,h5p_count,iframe_count,decision,needs,tags,categories,areas
recursos/glosario/colonizacion-cognitiva/index.md,/recursos/glosario/colonizacion-cognitiva/,page,recursos,Colonización cognitiva,2026-08-30,180,0,0,0,false,6,,true,1,0,1,0,0,0,0,0,fusionar-o-ampliar,,ética|sesgos|conocimiento local,concepto,ia|etica
recursos/glosario/deriva-metacognitiva/index.md,/recursos/glosario/deriva-metacognitiva/,page,recursos,Deriva metacognitiva,2026-08-30,168,0,0,0,false,5,,true,1,0,1,0,0,0,0,0,fusionar-o-ampliar,,metacognición|descarga cognitiva|dependencia,concepto,ia|pedagogia
recursos/glosario/descarga-cognitiva/index.md,/recursos/glosario/descarga-cognitiva/,page,recursos,Descarga cognitiva,2026-04-19,196,1,2,1,true,5,,true,1,0,0,0,0,0,0,0,fusionar-o-ampliar,,cognición|aprendizaje|carga cognitiva,concepto,pedagogia
recursos/glosario/direccion-epistemica/index.md,/recursos/glosario/direccion-epistemica/,page,recursos,Dirección epistémica,2026-08-30,164,0,0,0,false,7,,true,1,0,1,0,0,0,0,0,fusionar-o-ampliar,,co-creación|dirección epistémica|pensamiento crítico,concepto,ia|pedagogia
recursos/glosario/diseno-inverso/index.md,/recursos/glosario/diseno-inverso/,page,recursos,Diseño inverso,2026-04-20,173,2,0,0,false,0,,true,1,0,0,0,0,0,0,0,fusionar-o-ampliar,,diseño-inverso|diseño curricular|planificación,metodologia,pedagogia|evaluacion
recursos/glosario/esfuerzo-productivo/index.md,/recursos/glosario/esfuerzo-productivo/,page,recursos,Esfuerzo productivo,2026-08-30,166,0,0,0,false,5,,true,1,0,1,0,0,0,0,0,fusionar-o-ampliar,,aprendizaje activo|práctica|diseño de actividades,concepto,ia|pedagogia
recursos/glosario/evaluacion-autentica/index.md,/recursos/glosario/evaluacion-autentica/,page,recursos,Evaluación auténtica,2026-04-19,275,1,2,0,true,0,,true,1,0,0,0,0,0,0,0,actualizar,,evaluación auténtica|diseño de evaluación|educación superior,concepto,pedagogia|evaluacion
recursos/glosario/ganancia-cognitiva/index.md,/recursos/glosario/ganancia-cognitiva/,page,recursos,Ganancia cognitiva,2026-05-26,662,5,2,0,true,4,,false,0,0,0,0,0,0,0,0,conservar,featured|svg-diagrama,cognición|aprendizaje|carga cognitiva|co-creación,concepto,pedagogia
recursos/glosario/gobernanza-distribuida/index.md,/recursos/glosario/gobernanza-distribuida/,page,recursos,Gobernanza distribuida,2026-08-30,162,0,0,0,false,4,,true,1,0,1,0,0,0,0,0,fusionar-o-ampliar,,gobernanza|política institucional|decisiones,concepto,ia|etica
recursos/glosario/ia-generativa/index.md,/recursos/glosario/ia-generativa/,page,recursos,IA generativa,2026-04-19,109,0,0,0,false,1,,true,1,0,0,0,0,0,0,0,fusionar-o-ampliar,,IA generativa|tecnología,concepto,ia
recursos/glosario/ingenieria-de-prompts/index.md,/recursos/glosario/ingenieria-de-prompts/,page,recursos,Ingeniería de prompts,2026-04-19,177,0,1,0,false,1,,true,1,0,0,0,0,0,0,0,fusionar-o-ampliar,,prompts|ingeniería de prompts,concepto,ia
recursos/glosario/integridad-academica/index.md,/recursos/glosario/integridad-academica/,page,recursos,Integridad académica,2026-04-19,124,0,0,0,false,2,,true,1,0,0,0,0,0,0,0,fusionar-o-ampliar,,integridad académica|ética,concepto,ia|etica
recursos/glosario/justicia-epistemica/index.md,/recursos/glosario/justicia-epistemica/,page,recursos,Justicia epistémica,2026-08-30,163,0,0,0,false,7,,true,1,0,1,0,0,0,0,0,fusionar-o-ampliar,,ética|equidad|conocimiento local,concepto,ia|etica
recursos/glosario/modelo-samr/index.md,/recursos/glosario/modelo-samr/,page,recursos,Modelo SAMR,2026-04-20,214,1,2,0,true,0,,true,1,0,0,0,0,0,0,0,fusionar-o-ampliar,,samr|tecnología-educativa|integración-tecnológica,concepto,digital|pedagogia
recursos/glosario/pensamiento-critico/index.md,/recursos/glosario/pensamiento-critico/,page,recursos,Pensamiento crítico,2026-04-19,106,0,0,0,false,2,,true,1,0,0,0,0,0,0,0,fusionar-o-ampliar,,pensamiento crítico|cognición,concepto,pedagogia
recursos/glosario/pos-plagio/index.md,/recursos/glosario/pos-plagio/,page,recursos,Pos-plagio,2026-08-30,164,0,0,0,false,5,,true,1,0,1,0,0,0,0,0,fusionar-o-ampliar,,integridad académica|plagio|ética,concepto,ia|etica
recursos/glosario/sesgo-algoritmico/index.md,/recursos/glosario/sesgo-algoritmico/,page,recursos,Sesgo algorítmico,2026-04-20,140,1,0,0,false,0,,true,1,0,0,0,0,0,0,0,fusionar-o-ampliar,,sesgos|ética|pensamiento crítico,concepto,ia|etica
recursos/glosario/soberania-tecnologica/index.md,/recursos/glosario/soberania-tecnologica/,page,recursos,Soberanía tecnológica,2026-08-30,157,0,0,0,false,5,,true,1,0,1,0,0,0,0,0,fusionar-o-ampliar,,soberanía|infraestructura|decisiones institucionales,concepto,ia|etica
recursos/glosario/taxonomia-de-bloom/index.md,/recursos/glosario/taxonomia-de-bloom/,page,recursos,Taxonomía de Bloom,2026-04-19,204,1,0,0,false,0,,true,1,0,0,0,0,0,0,0,fusionar-o-ampliar,,taxonomía|cognición|niveles-cognitivos,concepto,pedagogia|evaluacion
recursos/glosario/trazabilidad/index.md,/recursos/glosario/trazabilidad/,page,recursos,Trazabilidad,2026-08-30,157,0,0,0,false,6,,true,1,0,1,0,0,0,0,0,fusionar-o-ampliar,,integridad académica|proceso|evaluación,concepto,ia|etica|evaluacion
recursos/glosario/tutor-inteligente/index.md,/recursos/glosario/tutor-inteligente/,page,recursos,Tutor inteligente,2026-04-20,131,1,0,0,false,0,,true,1,0,0,0,0,0,0,0,fusionar-o-ampliar,,tutor IA|personalización|IA generativa,concepto,ia
recursos/glosario/vendor-lock-in/index.md,/recursos/glosario/vendor-lock-in/,page,recursos,Dependencia de proveedor (vendor lock-in),2026-08-30,159,0,0,0,false,5,,true,1,0,1,0,0,0,0,0,fusionar-o-ampliar,,soberanía|proveedores|decisiones institucionales,concepto,ia|digital
recursos/institucionales/index.md,/recursos/institucionales/,page,recursos,Recursos institucionales para IA en educación,2026-04-22,272,2,0,0,false,0,,true,1,0,0,0,0,0,0,0,actualizar,,recursos-institucionales|politica-ia|prompts|herramientas,recursos,ia|formacion
recursos/links/_index.md,/recursos/links/,section,recursos,Recursos externos seleccionados,,346,3,0,0,false,5,,true,1,0,0,0,0,0,0,0,actualizar,,,,ia|digital|formacion
recursos/links/ai-for-education-toolkit/index.md,/recursos/links/ai-for-education-toolkit/,page,recursos,Inteligencia artificial en la educación — UNESCO,2026-03-01,191,0,0,0,false,0,,true,1,0,0,0,0,0,0,0,fusionar-o-ampliar,,UNESCO|gobernanza|ética|equidad|educación,link,ia|formacion
recursos/links/comunidades-practica-docente-ia/index.md,/recursos/links/comunidades-practica-docente-ia/,page,recursos,Redes y espacios para compartir prácticas docentes con IA,2026-04-26,737,12,6,0,true,3,,true,1,0,0,0,0,0,0,0,conservar,svg-diagrama|tabla-sintesis,redes docentes|colaboración|Latinoamérica|educación superior,curaduria,formacion|ia|digital
recursos/links/ocde-ia-educacion/index.md,/recursos/links/ocde-ia-educacion/,page,recursos,Digital Education Outlook 2026 — OCDE,2026-04-26,231,1,4,1,true,0,,true,1,0,0,0,0,0,0,0,fusionar-o-ampliar,,OCDE|marcos de referencia|política educativa|IA generativa,link,ia|formacion
recursos/links/syllabus-internacionales-ia/index.md,/recursos/links/syllabus-internacionales-ia/,page,recursos,Políticas de IA para el syllabus: ejemplos internacionales,2026-04-26,769,11,5,0,true,4,,true,1,0,0,0,0,0,0,0,conservar,svg-diagrama|tabla-sintesis,syllabus|política de curso|IA generativa|ejemplos internacionales,curaduria,ia|pedagogia
recursos/links/unesco-marco-competencias-docentes-ia/index.md,/recursos/links/unesco-marco-competencias-docentes-ia/,page,recursos,Marco de competencias de IA para docentes — UNESCO,2026-04-26,194,1,3,1,true,0,,true,1,0,0,0,0,0,0,0,fusionar-o-ampliar,,UNESCO|marcos de referencia|competencias docentes|formación|IA en educación,link,ia|formacion
recursos/politica-ia-udeg/index.md,/recursos/politica-ia-udeg/,page,recursos,Sugerencias y criterios para pensar una política de IA en la UdeG,2026-04-22,2143,17,8,6,true,2,,true,1,0,0,1,1,0,0,0,conservar,interaccion-candidata,politica-ia|udeg|gobernanza|regulacion-educativa|marco-institucional,recurso-institucional,ia|formacion|pedagogia
recursos/repositorio-prompts-docentes/index.md,/recursos/repositorio-prompts-docentes/,page,recursos,Repositorio de prompts para docentes: banco curado por fase pedagógica,2026-04-22,1364,23,6,1,true,0,,true,1,0,0,0,1,0,0,0,conservar,tabla-sintesis|interaccion-candidata,prompts|plantillas|evaluacion-formativa|retroalimentacion|diseno-instruccional,recurso-institucional,ia|formacion|pedagogia|evaluacion
recursos/videos/_index.md,/recursos/videos/,section,recursos,Videos y cursos abiertos,,260,1,0,0,false,6,,true,1,0,0,0,0,0,0,0,actualizar,,,,
recursos/videos/learn-prompting-curso-completo.md,/recursos/videos/learn-prompting-curso-completo/,page,recursos,Learn Prompting: guía introductoria y cursos,2026-04-26,283,4,3,0,false,1,,true,1,0,0,0,0,0,0,0,actualizar,,prompts|ingeniería de prompts|curso web|formación docente,link,ia|formacion
recursos/videos/sal-khan-ia-educacion.md,/recursos/videos/sal-khan-ia-educacion/,page,recursos,Sal Khan presenta su visión de la IA como apoyo educativo,2026-03-01,345,4,1,0,false,0,,true,1,0,0,0,0,0,0,0,actualizar,,TED|tutor IA|Khan Academy|rol docente|personalización,video,ia
recursos/videos/tutoriales-herramientas-ia-docentes.md,/recursos/videos/tutoriales-herramientas-ia-docentes/,page,recursos,Fuentes audiovisuales para docentes: curaduría verificada,2026-04-26,419,6,3,0,false,3,,true,1,0,0,0,0,0,0,0,actualizar,,tutoriales|videos|YouTube|herramientas IA|formación docente,video,ia|digital|formacion
